10144463,31
10149220,32
10036956,31
10036951,33
10036950,33
10036953,32
10016690,32
10016691,32
10016699,23
10136108,22
10136107,31
10151505,21
10136102,11
10152674,34
10052485,34
10052487,32
10148171,34
10148175,32
10080139,32
10080136,32
10080134,21
10080135,31
10007051,32
10007052,32
10007054,34
10118666,33
10007056,34
10032121,34
10053281,32
10002712,32
10002716,33
10002717,14
10073005,32
10073007,22
10073000,33
10124648,31
10073003,31
10105240,32
10095594,22
10044279,31
10044271,12
10130196,32
10130197,21
10130193,34
10081264,12
10039662,22
10039666,33
10039667,32
10020959,32
10020955,12
10031473,32
10031470,31
10059131,32
10104198,33
10072753,32
10104191,31
10072759,22
10001068,34
10001063,13
10036177,32
10036174,12
10050168,33
10107086,22
10136929,33
10136923,33
10136922,12
10030784,22
10030782,33
10030780,33
10135475,31
10062264,33
10123126,33
10074346,34
10074347,32
10074344,22
10074343,32
10049949,33
10102752,13
10102751,22
10102755,13
10088522,23
10088527,21
10088526,33
10132122,31
10025474,23
10025473,31
10026925,34
10114742,32
10114740,11
10104973,33
10020182,22
10128011,31
10003031,34
10003035,33
10077066,22
10077064,11
10077060,31
10077061,33
10101223,32
10025299,32
10101226,32
10025292,31
10025291,34
10025295,33
10045919,32
10045915,31
10045914,21
10045911,32
10055666,33
10099971,32
10099974,23
10099975,12
10140951,33
10049126,31
10049125,32
10049120,33
10078228,11
10030737,23
10023299,31
10023295,32
10023292,31
10023293,11
10087163,32
10092805,33
10092806,31
10071444,32
10028179,22
10152597,21
10109479,33
10109475,11
10109472,32
10070712,32
10070715,23
10070716,33
10115869,31
10115861,22
10115867,34
10097973,32
10097970,22
10068145,32
10062162,21
10091724,31
10091727,12
10121839,34
10151452,21
10121832,12
10099117,32
10099113,31
10124643,12
10113830,22
10113834,33
10113835,32
10113837,31
10113839,24
10051897,32
10051894,32
10051891,34
10051890,23
10130628,31
10122332,33
10098648,31
10111096,32
10098643,23
10098642,32
10098647,21
10065678,24
10065670,22
10086218,21
10066326,32
10066322,33
10019288,32
10019287,32
10019285,32
10127865,33
10138438,24
10127863,32
10079491,32
10079490,21
10064789,32
10064788,23
10064785,31
10064784,11
10125644,12
10016954,11
10019429,11
10019420,34
10011637,12
10011634,32
10011632,32
10058572,11
10050385,13
10050386,33
10085544,31
10018894,33
10085547,23
10050389,32
10082017,21
10082013,31
10082012,22
10112621,12
10018895,33
10037966,34
10037964,22
10037961,13
10037960,23
10062957,33
10062950,33
10037968,33
10004030,22
10004037,22
10004034,12
10004039,33
10041466,11
10050962,33
10050963,32
10050965,33
10050966,12
