10144463,01
10149220,22
10036956,01
10036951,13
10036950,13
10036953,12
10016690,22
10016691,12
10016699,13
10136108,12
10136107,11
10151505,21
10136102,01
10152674,14
10052485,14
10052487,12
10148171,04
10148175,12
10080139,12
10080136,12
10080134,11
10080135,21
10007051,02
10007052,12
10007054,14
10118666,13
10007056,24
10032121,14
10053281,22
10002712,02
10002716,13
10002717,14
10073005,12
10073007,12
10073000,13
10124648,11
10073003,11
10105240,22
10095594,02
10044279,01
10044271,12
10130196,02
10130197,11
10130193,04
10081264,12
10039662,02
10039666,03
10039667,22
10020959,12
10020955,22
10031473,12
10031470,01
10059131,02
10104198,13
10072753,12
10104191,11
10072759,12
10001068,14
10001063,23
10036177,12
10036174,02
10050168,13
10107086,12
10136929,13
10136923,13
10136922,02
10030784,12
10030782,13
10030780,13
10135475,11
10062264,13
10123126,23
10074346,14
10074347,02
10074344,12
10074343,12
10049949,13
10102752,13
10102751,02
10102755,03
10088522,13
10088527,01
10088526,23
10132122,11
10025474,13
10025473,11
10026925,04
10114742,12
10114740,21
10104973,03
10020182,12
10128011,11
10003031,24
10003035,13
10077066,12
10077064,01
10077060,11
10077061,03
10101223,02
10025299,02
10101226,02
10025292,11
10025291,14
10025295,13
10045919,12
10045915,11
10045914,01
10045911,12
10055666,23
10099971,12
10099974,13
10099975,02
10140951,13
10049126,11
10049125,22
10049120,13
10078228,01
10030737,13
10023299,01
10023295,12
10023292,11
10023293,11
10087163,22
10092805,13
10092806,11
10071444,12
10028179,02
10152597,11
10109479,13
10109475,01
10109472,12
10070712,02
10070715,23
10070716,13
10115869,11
10115861,12
10115867,14
10097973,12
10097970,02
10068145,02
10062162,01
10091724,11
10091727,02
10121839,14
10151452,11
10121832,12
10099117,12
10099113,11
10124643,02
10113830,02
10113834,13
10113835,12
10113837,01
10113839,14
10051897,12
10051894,12
10051891,04
10051890,23
10130628,11
10122332,13
10098648,21
10111096,12
10098643,13
10098642,12
10098647,11
10065678,14
10065670,12
10086218,11
10066326,12
10066322,13
10019288,12
10019287,02
10019285,02
10127865,23
10138438,14
10127863,12
10079491,12
10079490,21
10064789,12
10064788,03
10064785,11
10064784,11
10125644,12
10016954,11
10019429,21
10019420,04
10011637,12
10011634,02
10011632,02
10058572,01
10050385,13
10050386,13
10085544,11
10018894,13
10085547,13
10050389,12
10082017,11
10082013,11
10082012,02
10112621,02
10018895,23
10037966,04
10037964,02
10037961,03
10037960,13
10062957,13
10062950,23
10037968,13
10004030,22
10004037,12
10004034,12
10004039,13
10041466,21
10050962,13
10050963,12
10050965,13
10050966,12
10128191,23
10052524,12
10052523,13
10052521,03
10120762,13
10052528,13
10034260,12
10034269,13
10006686,13
10006687,12
10139995,13
10127086,02
10005347,14
10005345,02
10042346,13
10042345,13
10046110,01
10046115,13
10042349,23
10008044,12
10008041,13
10089100,02
10089107,12
10089109,14
10014949,13
10014942,13
10014941,22
10014947,12
10014945,12
10149323,03
10086487,14
10131947,04
10131943,23
10041842,12
10126354,12
10126357,13
10002696,11
10002691,01
10043694,13
10126359,13
10043690,12
10043691,22
10037105,12
10037107,14
10037100,13
10009310,12
10009312,13
10037109,13
10148452,01
10148450,13
10008968,13
10148459,14
10130013,11
10059137,12
10107321,12
10107329,14
10107328,02
10139534,12
10139536,11
10105781,02
10105785,12
10152392,13
10041875,02
10131570,13
10075770,13
10075773,02
10075775,02
10075777,24
10149504,13
10039363,12
10039362,04
10039360,12
10039367,12
10039366,14
10026688,03
10026680,11
10026681,01
10026682,22
10026685,13
10026686,12
10020265,23
10072276,02
10072277,12
10072273,13
10104430,02
10104434,12
10104435,12
10104437,22
10104439,11
10020263,14
10116464,13
10116465,12
10116467,14
10116469,21
10135530,14
10118506,13
10118501,12
10024263,12
10024266,02
10056032,11
10056039,13
10038015,12
10027552,13
10022697,01
10022695,12
10022694,22
10022698,12
10061175,21
10061174,12
10100422,12
10069788,12
10130831,11
10132084,12
10132085,12
10044965,13
10044966,14
10146847,23
10146846,02
10146844,02
10148867,24
10148864,12
10148862,12
10051566,23
10051560,03
10051568,02
10020028,13
10020029,02
10020020,13
10020021,13
10020025,12
10096537,11
10077385,01
10083515,12
10083517,03
10113704,14
10048197,21
10048198,12
10149737,03
10089016,13
10083399,13
10015543,13
10015545,13
10015546,01
10136464,11
10054047,21
10054046,13
10054049,11
10003080,13
10121566,02
10061997,13
10121569,12
10121568,02
10029923,13
10140681,22
10149355,01
10147929,12
10147927,02
10028030,01
10028033,21
10028032,11
10028035,14
10028039,02
10012838,12
10052058,12
10012835,13
10012830,13
10120216,14
10141188,13
10141184,11
10141182,11
10064860,13
10073099,12
10064868,13
10034105,02
10034107,13
10065195,22
10034108,12
10065192,03
10025226,11
10013125,12
10089667,12
10143371,12
10073092,03
10145569,13
10103640,13
10002784,11
10025221,13
10002783,13
10025220,12
10045981,03
