10144463,31
10149220,32
10036956,11
10036951,13
10036950,13
10036953,22
10016690,32
10016691,32
10016699,23
10136108,32
10136107,31
10151505,11
10136102,11
10152674,34
10052485,24
10052487,32
10148171,34
10148175,32
10080139,32
10080136,12
10080134,11
10080135,31
10007051,22
10007052,12
10007054,34
10118666,33
10007056,44
10032121,34
10053281,32
10002712,22
10002716,13
10002717,14
10073005,42
10073007,22
10073000,33
10124648,11
10073003,31
10105240,42
10095594,22
10044279,41
10044271,12
10130196,32
10130197,21
10130193,34
10081264,22
10039662,22
10039666,23
10039667,22
10020959,42
10020955,12
10031473,42
10031470,41
10059131,22
10104198,13
10072753,32
10104191,21
10072759,12
10001068,34
10001063,23
10036177,22
10036174,32
10050168,33
10107086,32
10136929,33
10136923,33
10136922,12
10030784,12
10030782,33
10030780,33
10135475,41
10062264,43
10123126,33
10074346,44
10074347,32
10074344,22
10074343,42
10049949,33
10102752,13
10102751,32
10102755,13
10088522,13
10088527,11
10088526,33
10132122,11
10025474,13
10025473,31
10026925,34
10114742,32
10114740,11
10104973,33
10020182,22
10128011,31
10003031,34
10003035,33
10077066,12
10077064,11
10077060,31
10077061,13
10101223,32
10025299,32
10101226,32
10025292,21
10025291,34
10025295,23
10045919,32
10045915,21
10045914,11
10045911,32
10055666,13
10099971,22
10099974,13
10099975,12
10140951,33
10049126,11
10049125,32
10049120,13
10078228,11
10030737,13
10023299,21
10023295,32
10023292,31
10023293,11
10087163,42
10092805,43
10092806,11
10071444,32
10028179,22
10152597,21
10109479,13
10109475,11
10109472,32
10070712,22
10070715,23
10070716,43
10115869,11
10115861,12
10115867,34
10097973,32
10097970,22
10068145,12
10062162,21
10091724,31
10091727,12
10121839,44
10151452,11
10121832,12
10099117,42
10099113,11
10124643,12
10113830,22
10113834,33
10113835,32
10113837,11
10113839,24
10051897,32
10051894,12
10051891,34
10051890,23
10130628,31
10122332,33
10098648,31
10111096,32
10098643,13
10098642,32
10098647,21
10065678,44
10065670,22
10086218,21
10066326,12
10066322,33
10019288,32
10019287,32
10019285,22
10127865,23
10138438,14
10127863,12
10079491,32
10079490,11
10064789,22
10064788,13
10064785,11
10064784,11
10125644,12
10016954,11
10019429,11
10019420,34
10011637,12
10011634,12
10011632,22
10058572,11
10050385,13
10050386,23
10085544,31
10018894,33
10085547,33
10050389,32
10082017,11
10082013,31
10082012,12
10112621,12
10018895,33
10037966,34
10037964,22
10037961,13
10037960,13
10062957,33
10062950,23
10037968,33
10004030,22
10004037,22
10004034,12
10004039,33
10041466,11
10050962,33
10050963,32
10050965,23
10050966,12
